source_entity,r.relation_type,target_entity,r.description,r.source_document,r.confidence
Elder abuse,RELATED_TO,Alberta,Elder abuse related to Alberta,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Elder abuse,RELATED_TO,alberta,Elder abuse related to alberta,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Elder abuse,RELATED_TO,Foster and kinship care,Elder abuse related to Foster and kinship care,https://www.alberta.ca/albertas-future-leaders-program,0.7
Elder abuse,RELATED_TO,Government of Alberta,Elder abuse related to Government of Alberta,https://www.alberta.ca/albertas-future-leaders-program,0.7
Elder abuse,RELATED_TO,Alberta government services and information you need,Elder abuse related to Alberta government services and information you need,https://www.alberta.ca/albertas-future-leaders-program,0.7
Elder abuse,RELATED_TO,Alberta jobs,Elder abuse related to Alberta jobs,https://www.alberta.ca/albertas-future-leaders-program,0.7
Elder abuse,RELATED_TO,Government act,Elder abuse related to Government act,https://www.alberta.ca/albertas-future-leaders-program,0.7
Elder abuse,RELATED_TO,vehicle registration,Elder abuse related to vehicle registration,https://www.alberta.ca/albertas-future-leaders-program,0.7
Elder abuse,RELATED_TO,Child care,Elder abuse related to Child care,https://www.alberta.ca/albertas-future-leaders-program,0.7
Elder abuse,RELATED_TO,Alberta,Elder abuse related to Alberta,https://www.alberta.ca/albertas-future-leaders-program,0.7
Elder abuse,RELATED_TO,alberta,Elder abuse related to alberta,https://www.alberta.ca/albertas-future-leaders-program,0.7
Elder abuse,RELATED_TO,Foster and kinship care,Elder abuse related to Foster and kinship care,https://www.alberta.ca/every-kid-can-play-program,0.7
Elder abuse,RELATED_TO,Government of Alberta,Elder abuse related to Government of Alberta,https://www.alberta.ca/every-kid-can-play-program,0.7
Elder abuse,RELATED_TO,Alberta government services and information you need,Elder abuse related to Alberta government services and information you need,https://www.alberta.ca/every-kid-can-play-program,0.7
Elder abuse,RELATED_TO,Alberta jobs,Elder abuse related to Alberta jobs,https://www.alberta.ca/every-kid-can-play-program,0.7
Elder abuse,RELATED_TO,Government act,Elder abuse related to Government act,https://www.alberta.ca/every-kid-can-play-program,0.7
Elder abuse,RELATED_TO,vehicle registration,Elder abuse related to vehicle registration,https://www.alberta.ca/every-kid-can-play-program,0.7
Elder abuse,RELATED_TO,Child care,Elder abuse related to Child care,https://www.alberta.ca/every-kid-can-play-program,0.7
Elder abuse,RELATED_TO,Alberta,Elder abuse related to Alberta,https://www.alberta.ca/every-kid-can-play-program,0.7
Elder abuse,RELATED_TO,alberta,Elder abuse related to alberta,https://www.alberta.ca/every-kid-can-play-program,0.7
Child care,RELATED_TO,Foster and kinship care,Child care related to Foster and kinship care,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing-appeal-hearing,0.7
Child care,RELATED_TO,Government of Alberta,Child care related to Government of Alberta,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing-appeal-hearing,0.7
Child care,RELATED_TO,Alberta government services and information you need,Child care related to Alberta government services and information you need,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing-appeal-hearing,0.7
Child care,RELATED_TO,Alberta jobs,Child care related to Alberta jobs,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing-appeal-hearing,0.7
Child care,RELATED_TO,Alberta initiatives and action plans,Child care related to Alberta initiatives and action plans,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing-appeal-hearing,0.7
Child care,RELATED_TO,Government act,Child care related to Government act,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing-appeal-hearing,0.7
Child care,RELATED_TO,vehicle registration,Child care related to vehicle registration,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing-appeal-hearing,0.7
Child care,RELATED_TO,Elder abuse,Child care related to Elder abuse,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing-appeal-hearing,0.7
Child care,RELATED_TO,Foster and kinship care,Child care related to Foster and kinship care,https://www.alberta.ca/narcotic-transition-service-provider-licensing,0.7
Child care,RELATED_TO,Government of Alberta,Child care related to Government of Alberta,https://www.alberta.ca/narcotic-transition-service-provider-licensing,0.7
Child care,RELATED_TO,Alberta government services and information you need,Child care related to Alberta government services and information you need,https://www.alberta.ca/narcotic-transition-service-provider-licensing,0.7
Child care,RELATED_TO,Alberta jobs,Child care related to Alberta jobs,https://www.alberta.ca/narcotic-transition-service-provider-licensing,0.7
Child care,RELATED_TO,Alberta initiatives and action plans,Child care related to Alberta initiatives and action plans,https://www.alberta.ca/narcotic-transition-service-provider-licensing,0.7
Child care,RELATED_TO,Alberta government,Child care related to Alberta government,https://www.alberta.ca/narcotic-transition-service-provider-licensing,0.7
Child care,RELATED_TO,Government act,Child care related to Government act,https://www.alberta.ca/narcotic-transition-service-provider-licensing,0.7
Child care,RELATED_TO,vehicle registration,Child care related to vehicle registration,https://www.alberta.ca/narcotic-transition-service-provider-licensing,0.7
Child care,RELATED_TO,Elder abuse,Child care related to Elder abuse,https://www.alberta.ca/narcotic-transition-service-provider-licensing,0.7
Child care,RELATED_TO,Foster and kinship care,Child care related to Foster and kinship care,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing,0.7
Child care,RELATED_TO,Government of Alberta,Child care related to Government of Alberta,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing,0.7
Child care,RELATED_TO,Alberta government services and information you need,Child care related to Alberta government services and information you need,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing,0.7
Child care,RELATED_TO,Alberta jobs,Child care related to Alberta jobs,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing,0.7
Child care,RELATED_TO,Alberta initiatives and action plans,Child care related to Alberta initiatives and action plans,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing,0.7
Child care,RELATED_TO,Government act,Child care related to Government act,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing,0.7
Child care,RELATED_TO,vehicle registration,Child care related to vehicle registration,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing,0.7
Child care,RELATED_TO,Elder abuse,Child care related to Elder abuse,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing,0.7
Child care,RELATED_TO,Foster and kinship care,Child care related to Foster and kinship care,https://www.alberta.ca/psychedelic-drug-treatment-service-provider-licensing,0.7
Child care,RELATED_TO,Government of Alberta,Child care related to Government of Alberta,https://www.alberta.ca/psychedelic-drug-treatment-service-provider-licensing,0.7
Child care,RELATED_TO,Alberta government services and information you need,Child care related to Alberta government services and information you need,https://www.alberta.ca/psychedelic-drug-treatment-service-provider-licensing,0.7
Child care,RELATED_TO,Alberta jobs,Child care related to Alberta jobs,https://www.alberta.ca/psychedelic-drug-treatment-service-provider-licensing,0.7
Child care,RELATED_TO,Alberta initiatives and action plans,Child care related to Alberta initiatives and action plans,https://www.alberta.ca/psychedelic-drug-treatment-service-provider-licensing,0.7
Child care,RELATED_TO,Alberta government,Child care related to Alberta government,https://www.alberta.ca/psychedelic-drug-treatment-service-provider-licensing,0.7
Child care,RELATED_TO,Government act,Child care related to Government act,https://www.alberta.ca/psychedelic-drug-treatment-service-provider-licensing,0.7
Child care,RELATED_TO,vehicle registration,Child care related to vehicle registration,https://www.alberta.ca/psychedelic-drug-treatment-service-provider-licensing,0.7
Child care,RELATED_TO,Elder abuse,Child care related to Elder abuse,https://www.alberta.ca/psychedelic-drug-treatment-service-provider-licensing,0.7
Child care,RELATED_TO,Foster and kinship care,Child care related to Foster and kinship care,https://www.alberta.ca/supervised-consumption-service-provider-licensing,0.7
Child care,RELATED_TO,Government of Alberta,Child care related to Government of Alberta,https://www.alberta.ca/supervised-consumption-service-provider-licensing,0.7
Child care,RELATED_TO,Alberta government services and information you need,Child care related to Alberta government services and information you need,https://www.alberta.ca/supervised-consumption-service-provider-licensing,0.7
Child care,RELATED_TO,Alberta jobs,Child care related to Alberta jobs,https://www.alberta.ca/supervised-consumption-service-provider-licensing,0.7
Child care,RELATED_TO,Alberta initiatives and action plans,Child care related to Alberta initiatives and action plans,https://www.alberta.ca/supervised-consumption-service-provider-licensing,0.7
Child care,RELATED_TO,Alberta government,Child care related to Alberta government,https://www.alberta.ca/supervised-consumption-service-provider-licensing,0.7
Child care,RELATED_TO,Government act,Child care related to Government act,https://www.alberta.ca/supervised-consumption-service-provider-licensing,0.7
Child care,RELATED_TO,vehicle registration,Child care related to vehicle registration,https://www.alberta.ca/supervised-consumption-service-provider-licensing,0.7
Child care,RELATED_TO,Elder abuse,Child care related to Elder abuse,https://www.alberta.ca/supervised-consumption-service-provider-licensing,0.7
Child care,RELATED_TO,Foster and kinship care,Child care related to Foster and kinship care,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing-appeal-decision,0.7
Child care,RELATED_TO,Government of Alberta,Child care related to Government of Alberta,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing-appeal-decision,0.7
Child care,RELATED_TO,Alberta government services and information you need,Child care related to Alberta government services and information you need,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing-appeal-decision,0.7
Child care,RELATED_TO,Alberta jobs,Child care related to Alberta jobs,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing-appeal-decision,0.7
Child care,RELATED_TO,Alberta initiatives and action plans,Child care related to Alberta initiatives and action plans,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing-appeal-decision,0.7
Child care,RELATED_TO,Government act,Child care related to Government act,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing-appeal-decision,0.7
Child care,RELATED_TO,vehicle registration,Child care related to vehicle registration,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing-appeal-decision,0.7
Child care,RELATED_TO,Elder abuse,Child care related to Elder abuse,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing-appeal-decision,0.7
Child care,RELATED_TO,Foster and kinship care,Child care related to Foster and kinship care,https://www.alberta.ca/alberta-indigenous-intern-program,0.7
Child care,RELATED_TO,Government of Alberta,Child care related to Government of Alberta,https://www.alberta.ca/alberta-indigenous-intern-program,0.7
Child care,RELATED_TO,Alberta government services and information you need,Child care related to Alberta government services and information you need,https://www.alberta.ca/alberta-indigenous-intern-program,0.7
Child care,RELATED_TO,Alberta jobs,Child care related to Alberta jobs,https://www.alberta.ca/alberta-indigenous-intern-program,0.7
Child care,RELATED_TO,Alberta initiatives and action plans,Child care related to Alberta initiatives and action plans,https://www.alberta.ca/alberta-indigenous-intern-program,0.7
Child care,RELATED_TO,Alberta government,Child care related to Alberta government,https://www.alberta.ca/alberta-indigenous-intern-program,0.7
