entity,ministry,source_document,source_url
"February 24, 2022",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
Skip,Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"November 24, 2008",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
Alberta,Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"November 22, 2011",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"April 2, 2024",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"November 28, 2012",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"February 26, 2014",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"March 16, 2017",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"November 16, 2005",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
Search Alberta,Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"June 28, 2018",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"November 14, 2000",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"March 19, 2002",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"November 20, 2002",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"November 30, 2018",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"November 26, 2009",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"November 30, 2023",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"November 25, 2013",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"August 31, 2004",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"August 30, 2012",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"August 28, 1997",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"March 10, 2015",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"April 7, 2009",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"June 29, 2016",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"February 26, 2007",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"November 21, 2011",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"February 24, 2000",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"November 24, 2022",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"August 23, 2016",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"June 30, 2009",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"February 26, 2003",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"August 23, 2017",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"August 27, 2020",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
"August 29, 2002",Education and Childcare,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents.aspx
1-844-957-0552,Education and Childcare,Page Content: Foster and kinship care | Alberta.ca,https://www.alberta.ca/fr/node/3495
Foster,Education and Childcare,Page Content: Foster and kinship care | Alberta.ca,https://www.alberta.ca/fr/node/3495
Search,Education and Childcare,Page Content: Foster and kinship care | Alberta.ca,https://www.alberta.ca/fr/node/3495
Popular,Education and Childcare,Page Content: Foster and kinship care | Alberta.ca,https://www.alberta.ca/fr/node/3495
Search Alberta,Education and Childcare,Page Content: Foster and kinship care | Alberta.ca,https://www.alberta.ca/fr/node/3495
"June 17, 2025",Education and Childcare,Page Content: Foster and kinship care | Alberta.ca,https://www.alberta.ca/fr/node/3495
Skip,Education and Childcare,Page Content: Foster and kinship care | Alberta.ca,https://www.alberta.ca/fr/node/3495
Refocusing,Education and Childcare,Page Content: Foster and kinship care | Alberta.ca,https://www.alberta.ca/fr/node/3495
Alberta,Education and Childcare,Page Content: Foster and kinship care | Alberta.ca,https://www.alberta.ca/fr/node/3495
Search,Education and Childcare,Page Content: Programme pour accélérer la construction d’écoles | Alberta.ca,https://www.alberta.ca/fr/school-construction-accelerator-program
Popular,Education and Childcare,Page Content: Programme pour accélérer la construction d’écoles | Alberta.ca,https://www.alberta.ca/fr/school-construction-accelerator-program
Search Alberta,Education and Childcare,Page Content: Programme pour accélérer la construction d’écoles | Alberta.ca,https://www.alberta.ca/fr/school-construction-accelerator-program
"June 17, 2025",Education and Childcare,Page Content: Programme pour accélérer la construction d’écoles | Alberta.ca,https://www.alberta.ca/fr/school-construction-accelerator-program
Refocusing,Education and Childcare,Page Content: Programme pour accélérer la construction d’écoles | Alberta.ca,https://www.alberta.ca/fr/school-construction-accelerator-program
Skip,Education and Childcare,Page Content: Programme pour accélérer la construction d’écoles | Alberta.ca,https://www.alberta.ca/fr/school-construction-accelerator-program
Programme,Education and Childcare,Page Content: Programme pour accélérer la construction d’écoles | Alberta.ca,https://www.alberta.ca/fr/school-construction-accelerator-program
Alberta,Education and Childcare,Page Content: Programme pour accélérer la construction d’écoles | Alberta.ca,https://www.alberta.ca/fr/school-construction-accelerator-program
"June 9, 2023",Energy and Minerals,Page Content: Energy and Minerals | Alberta.ca,https://www.alberta.ca/energy-and-minerals
Search,Energy and Minerals,Page Content: Energy and Minerals | Alberta.ca,https://www.alberta.ca/energy-and-minerals
Popular,Energy and Minerals,Page Content: Energy and Minerals | Alberta.ca,https://www.alberta.ca/energy-and-minerals
Skip,Energy and Minerals,Page Content: Energy and Minerals | Alberta.ca,https://www.alberta.ca/energy-and-minerals
Search Alberta,Energy and Minerals,Page Content: Energy and Minerals | Alberta.ca,https://www.alberta.ca/energy-and-minerals
"June 17, 2025",Energy and Minerals,Page Content: Energy and Minerals | Alberta.ca,https://www.alberta.ca/energy-and-minerals
Minerals,Energy and Minerals,Page Content: Energy and Minerals | Alberta.ca,https://www.alberta.ca/energy-and-minerals
Energy,Energy and Minerals,Page Content: Energy and Minerals | Alberta.ca,https://www.alberta.ca/energy-and-minerals
Alberta,Energy and Minerals,Page Content: Energy and Minerals | Alberta.ca,https://www.alberta.ca/energy-and-minerals
Payment,Energy and Minerals,"Page Content: Payment, maps and information services | Alberta.ca",https://www.alberta.ca/payment-maps-and-information-services
Search,Energy and Minerals,"Page Content: Payment, maps and information services | Alberta.ca",https://www.alberta.ca/payment-maps-and-information-services
Popular,Energy and Minerals,"Page Content: Payment, maps and information services | Alberta.ca",https://www.alberta.ca/payment-maps-and-information-services
Search Alberta,Energy and Minerals,"Page Content: Payment, maps and information services | Alberta.ca",https://www.alberta.ca/payment-maps-and-information-services
"June 17, 2025",Energy and Minerals,"Page Content: Payment, maps and information services | Alberta.ca",https://www.alberta.ca/payment-maps-and-information-services
Skip,Energy and Minerals,"Page Content: Payment, maps and information services | Alberta.ca",https://www.alberta.ca/payment-maps-and-information-services
Refocusing,Energy and Minerals,"Page Content: Payment, maps and information services | Alberta.ca",https://www.alberta.ca/payment-maps-and-information-services
Alberta,Energy and Minerals,"Page Content: Payment, maps and information services | Alberta.ca",https://www.alberta.ca/payment-maps-and-information-services
Search,Energy and Minerals,Page Content: Energy industry documents | Alberta.ca,https://www.alberta.ca/energy-industry-documents
Popular,Energy and Minerals,Page Content: Energy industry documents | Alberta.ca,https://www.alberta.ca/energy-industry-documents
Search Alberta,Energy and Minerals,Page Content: Energy industry documents | Alberta.ca,https://www.alberta.ca/energy-industry-documents
"June 17, 2025",Energy and Minerals,Page Content: Energy industry documents | Alberta.ca,https://www.alberta.ca/energy-industry-documents
Skip,Energy and Minerals,Page Content: Energy industry documents | Alberta.ca,https://www.alberta.ca/energy-industry-documents
Refocusing,Energy and Minerals,Page Content: Energy industry documents | Alberta.ca,https://www.alberta.ca/energy-industry-documents
Energy,Energy and Minerals,Page Content: Energy industry documents | Alberta.ca,https://www.alberta.ca/energy-industry-documents
Alberta,Energy and Minerals,Page Content: Energy industry documents | Alberta.ca,https://www.alberta.ca/energy-industry-documents
"June 9, 2023",Environment and Protected Areas,Page Content: Environment and Protected Areas | Alberta.ca,https://www.alberta.ca/environment-and-protected-areas
"May 16, 2025",Environment and Protected Areas,Page Content: Environment and Protected Areas | Alberta.ca,https://www.alberta.ca/environment-and-protected-areas
Protected Areas,Environment and Protected Areas,Page Content: Environment and Protected Areas | Alberta.ca,https://www.alberta.ca/environment-and-protected-areas
Search,Environment and Protected Areas,Page Content: Environment and Protected Areas | Alberta.ca,https://www.alberta.ca/environment-and-protected-areas
Popular,Environment and Protected Areas,Page Content: Environment and Protected Areas | Alberta.ca,https://www.alberta.ca/environment-and-protected-areas
Search Alberta,Environment and Protected Areas,Page Content: Environment and Protected Areas | Alberta.ca,https://www.alberta.ca/environment-and-protected-areas
"June 17, 2025",Environment and Protected Areas,Page Content: Environment and Protected Areas | Alberta.ca,https://www.alberta.ca/environment-and-protected-areas
$20,Environment and Protected Areas,Page Content: Environment and Protected Areas | Alberta.ca,https://www.alberta.ca/environment-and-protected-areas
Environment,Environment and Protected Areas,Page Content: Environment and Protected Areas | Alberta.ca,https://www.alberta.ca/environment-and-protected-areas
Skip,Environment and Protected Areas,Page Content: Environment and Protected Areas | Alberta.ca,https://www.alberta.ca/environment-and-protected-areas
$50,Environment and Protected Areas,Page Content: Environment and Protected Areas | Alberta.ca,https://www.alberta.ca/environment-and-protected-areas
Alberta,Environment and Protected Areas,Page Content: Environment and Protected Areas | Alberta.ca,https://www.alberta.ca/environment-and-protected-areas
Environmental Science Program,Environment and Protected Areas,Page Content: Alberta's Environmental Science Program | Alberta.ca,https://www.alberta.ca/albertas-environmental-science-program
Search,Environment and Protected Areas,Page Content: Alberta's Environmental Science Program | Alberta.ca,https://www.alberta.ca/albertas-environmental-science-program
Popular,Environment and Protected Areas,Page Content: Alberta's Environmental Science Program | Alberta.ca,https://www.alberta.ca/albertas-environmental-science-program
Search Alberta,Environment and Protected Areas,Page Content: Alberta's Environmental Science Program | Alberta.ca,https://www.alberta.ca/albertas-environmental-science-program
"June 17, 2025",Environment and Protected Areas,Page Content: Alberta's Environmental Science Program | Alberta.ca,https://www.alberta.ca/albertas-environmental-science-program
